dst,sec_last_ip,dns_trunc,subnet,country,region
216.234.206.154,206.224.68.31,ashnvax2,216.234.206.0/24,US,US-VA
129.222.7.117,,ashnvax2,129.222.7.0/24,US,US-VA
216.234.207.41,,ashnvax2,216.234.207.0/24,US,US-VA
129.222.7.10,206.224.68.31,ashnvax2,129.222.7.0/24,US,US-VA
143.105.52.18,206.224.68.19,ashnvax2,143.105.52.0/24,US,US-VA
129.222.6.146,,ashnvax2,129.222.6.0/24,US,US-VA
143.105.51.142,206.224.68.25,ashnvax2,143.105.51.0/24,US,US-VA
216.234.206.101,206.224.68.29,ashnvax2,216.234.206.0/24,US,US-VA
143.105.50.193,,ashnvax2,143.105.50.0/24,US,US-VA
98.97.155.24,206.224.68.25,ashnvax2,98.97.155.0/24,US,US-VA
129.222.7.136,206.224.68.25,ashnvax2,129.222.7.0/24,US,US-VA
143.105.51.101,,ashnvax2,143.105.51.0/24,US,US-VA
216.234.207.32,,ashnvax2,216.234.207.0/24,US,US-VA
129.222.162.158,206.224.68.29,ashnvax2,129.222.162.0/24,US,US-VA
129.222.7.14,206.224.68.21,ashnvax2,129.222.7.0/24,US,US-VA
216.234.207.29,,ashnvax2,216.234.207.0/24,US,US-VA
129.222.6.157,,ashnvax2,129.222.6.0/24,US,US-VA
143.105.51.238,,ashnvax2,143.105.51.0/24,US,US-VA
143.105.50.55,206.224.68.25,ashnvax2,143.105.50.0/24,US,US-VA
129.222.5.252,206.224.68.31,ashnvax2,129.222.5.0/24,US,US-VA
143.105.50.34,206.224.68.21,ashnvax2,143.105.50.0/24,US,US-VA
129.222.162.27,,ashnvax2,129.222.162.0/24,US,US-VA
216.234.196.54,206.224.68.19,ashnvax2,216.234.196.0/24,US,US-VA
143.105.52.82,206.224.68.31,ashnvax2,143.105.52.0/24,US,US-VA
129.222.7.79,206.224.68.21,ashnvax2,129.222.7.0/24,US,US-VA
216.234.196.206,206.224.68.31,ashnvax2,216.234.196.0/24,US,US-VA
143.105.52.115,,ashnvax2,143.105.52.0/24,US,US-VA
98.97.155.78,,ashnvax2,98.97.155.0/24,US,US-VA
129.222.4.10,,ashnvax2,129.222.4.0/24,US,US-VA
129.222.162.66,206.224.68.31,ashnvax2,129.222.162.0/24,US,US-VA
216.234.196.255,206.224.68.19,ashnvax2,216.234.196.0/24,US,US-VA
98.97.155.6,206.224.68.25,ashnvax2,98.97.155.0/24,US,US-VA
129.222.5.196,206.224.68.31,ashnvax2,129.222.5.0/24,US,US-VA
98.97.155.203,206.224.68.29,ashnvax2,98.97.155.0/24,US,US-VA
129.222.6.206,206.224.68.19,ashnvax2,129.222.6.0/24,US,US-VA
216.234.196.68,,ashnvax2,216.234.196.0/24,US,US-VA
143.105.52.51,,ashnvax2,143.105.52.0/24,US,US-VA
129.222.7.77,,ashnvax2,129.222.7.0/24,US,US-VA
129.222.5.70,206.224.68.25,ashnvax2,129.222.5.0/24,US,US-VA
129.222.162.53,,ashnvax2,129.222.162.0/24,US,US-VA
143.105.51.254,206.224.68.29,ashnvax2,143.105.51.0/24,US,US-VA
129.222.7.91,,ashnvax2,129.222.7.0/24,US,US-VA
129.222.4.216,206.224.68.29,ashnvax2,129.222.4.0/24,US,US-VA
129.222.5.33,206.224.68.25,ashnvax2,129.222.5.0/24,US,US-VA
216.234.207.164,,ashnvax2,216.234.207.0/24,US,US-VA
98.97.152.157,206.224.68.19,ashnvax2,98.97.152.0/24,US,US-VA
129.222.4.33,206.224.68.29,ashnvax2,129.222.4.0/24,US,US-VA
129.222.6.186,206.224.68.21,ashnvax2,129.222.6.0/24,US,US-VA
129.222.7.163,,ashnvax2,129.222.7.0/24,US,US-VA
216.234.206.87,206.224.68.19,ashnvax2,216.234.206.0/24,US,US-VA
129.222.5.72,206.224.68.21,ashnvax2,129.222.5.0/24,US,US-VA
216.234.206.116,206.224.68.19,ashnvax2,216.234.206.0/24,US,US-VA
143.105.50.174,,ashnvax2,143.105.50.0/24,US,US-VA
129.222.5.161,,ashnvax2,129.222.5.0/24,US,US-VA
216.234.207.148,206.224.68.25,ashnvax2,216.234.207.0/24,US,US-VA
129.222.5.254,,ashnvax2,129.222.5.0/24,US,US-VA
129.222.162.248,,ashnvax2,129.222.162.0/24,US,US-VA
216.234.207.207,,ashnvax2,216.234.207.0/24,US,US-VA
98.97.155.153,,ashnvax2,98.97.155.0/24,US,US-VA
98.97.155.92,,ashnvax2,98.97.155.0/24,US,US-VA
216.234.207.248,206.224.68.21,ashnvax2,216.234.207.0/24,US,US-VA
216.234.206.176,206.224.68.21,ashnvax2,216.234.206.0/24,US,US-VA
143.105.2.147,206.224.68.29,ashnvax2,143.105.2.0/24,US,US-VA
216.234.207.99,206.224.68.21,ashnvax2,216.234.207.0/24,US,US-VA
216.234.196.88,206.224.68.31,ashnvax2,216.234.196.0/24,US,US-VA
129.222.7.104,206.224.68.31,ashnvax2,129.222.7.0/24,US,US-VA
216.234.196.91,,ashnvax2,216.234.196.0/24,US,US-VA
216.234.196.74,206.224.68.19,ashnvax2,216.234.196.0/24,US,US-VA
216.234.207.33,206.224.68.25,ashnvax2,216.234.207.0/24,US,US-VA
216.234.206.131,206.224.68.25,ashnvax2,216.234.206.0/24,US,US-VA
129.222.5.253,206.224.68.19,ashnvax2,129.222.5.0/24,US,US-VA
98.97.31.28,206.224.68.73,snjecax1,98.97.31.0/24,US,US-CA
129.222.132.3,,snjecax1,129.222.132.0/24,US,US-CA
98.97.28.116,206.224.68.79,snjecax1,98.97.28.0/24,US,US-CA
98.97.29.56,,snjecax1,98.97.29.0/24,US,US-CA
98.97.31.240,206.224.68.79,snjecax1,98.97.31.0/24,US,US-CA
98.97.28.121,206.224.68.69,snjecax1,98.97.28.0/24,US,US-CA
98.97.62.123,206.224.68.69,snjecax1,98.97.62.0/24,US,US-CA
129.222.132.52,206.224.68.77,snjecax1,129.222.132.0/24,US,US-CA
98.97.62.113,206.224.68.69,snjecax1,98.97.62.0/24,US,US-CA
98.97.62.121,,snjecax1,98.97.62.0/24,US,US-CA
143.105.118.36,206.224.68.71,snjecax1,143.105.118.0/24,US,US-CA
98.97.62.150,206.224.68.73,snjecax1,98.97.62.0/24,US,US-CA
98.97.60.184,206.224.68.81,snjecax1,98.97.60.0/24,US,US-CA
216.234.199.26,206.224.68.77,snjecax1,216.234.199.0/24,US,US-CA
98.97.60.215,206.224.68.77,snjecax1,98.97.60.0/24,US,US-CA
98.97.29.64,206.224.68.79,snjecax1,98.97.29.0/24,US,US-CA
98.97.28.17,,snjecax1,98.97.28.0/24,US,US-CA
98.97.60.249,206.224.68.69,snjecax1,98.97.60.0/24,US,US-CA
129.222.132.252,,snjecax1,129.222.132.0/24,US,US-CA
129.222.132.36,206.224.68.71,snjecax1,129.222.132.0/24,US,US-CA
98.97.62.22,206.224.68.79,snjecax1,98.97.62.0/24,US,US-CA
129.222.133.12,206.224.68.77,snjecax1,129.222.133.0/24,US,US-CA
98.97.29.179,206.224.68.79,snjecax1,98.97.29.0/24,US,US-CA
98.97.122.27,206.224.71.93,lsancax1,98.97.122.0/24,US,US-CA
98.97.30.177,206.224.68.73,snjecax1,98.97.30.0/24,US,US-CA
98.97.30.231,206.224.68.79,snjecax1,98.97.30.0/24,US,US-CA
143.105.116.229,206.224.68.71,snjecax1,143.105.116.0/24,US,US-CA
216.234.198.138,,snjecax1,216.234.198.0/24,US,US-CA
98.97.31.29,,snjecax1,98.97.31.0/24,US,US-CA
98.97.28.164,206.224.68.77,snjecax1,98.97.28.0/24,US,US-CA
98.97.57.158,206.224.65.255,lsancax1,98.97.57.0/24,US,US-CA
98.97.60.56,206.224.68.71,snjecax1,98.97.60.0/24,US,US-CA
98.97.29.62,206.224.68.81,snjecax1,98.97.29.0/24,US,US-CA
216.234.198.26,206.224.68.79,snjecax1,216.234.198.0/24,US,US-CA
129.222.132.65,206.224.68.73,snjecax1,129.222.132.0/24,US,US-CA
98.97.29.251,206.224.68.71,snjecax1,98.97.29.0/24,US,US-CA
98.97.28.136,,snjecax1,98.97.28.0/24,US,US-CA
98.97.62.244,206.224.68.79,snjecax1,98.97.62.0/24,US,US-CA
98.97.30.190,206.224.68.69,snjecax1,98.97.30.0/24,US,US-CA
216.234.201.173,,snjecax1,216.234.201.0/24,US,US-CA
216.234.198.205,206.224.68.69,snjecax1,216.234.198.0/24,US,US-CA
129.222.132.4,206.224.68.73,snjecax1,129.222.132.0/24,US,US-CA
98.97.31.156,206.224.68.79,snjecax1,98.97.31.0/24,US,US-CA
98.97.28.244,,snjecax1,98.97.28.0/24,US,US-CA
216.234.199.78,206.224.68.77,snjecax1,216.234.199.0/24,US,US-CA
216.234.198.57,206.224.68.79,snjecax1,216.234.198.0/24,US,US-CA
98.97.30.128,206.224.68.69,snjecax1,98.97.30.0/24,US,US-CA
129.222.132.38,206.224.68.81,snjecax1,129.222.132.0/24,US,US-CA
98.97.60.213,,snjecax1,98.97.60.0/24,US,US-CA
98.97.28.83,,snjecax1,98.97.28.0/24,US,US-CA
129.222.132.182,206.224.68.77,snjecax1,129.222.132.0/24,US,US-CA
98.97.31.72,206.224.68.73,snjecax1,98.97.31.0/24,US,US-CA
98.97.28.145,206.224.68.69,snjecax1,98.97.28.0/24,US,US-CA
98.97.31.32,206.224.68.77,snjecax1,98.97.31.0/24,US,US-CA
98.97.29.255,206.224.68.81,snjecax1,98.97.29.0/24,US,US-CA
129.222.132.71,206.224.68.73,snjecax1,129.222.132.0/24,US,US-CA
129.222.132.75,206.224.68.73,snjecax1,129.222.132.0/24,US,US-CA
98.97.124.213,,lsancax1,98.97.124.0/24,US,US-CA
98.97.30.238,206.224.68.81,snjecax1,98.97.30.0/24,US,US-CA
216.234.198.87,,snjecax1,216.234.198.0/24,US,US-CA
98.97.31.51,206.224.68.73,snjecax1,98.97.31.0/24,US,US-CA
98.97.126.16,206.224.65.255,lsancax1,98.97.126.0/24,US,US-CA
98.97.30.27,206.224.68.81,snjecax1,98.97.30.0/24,US,US-CA
98.97.142.138,,lsancax1,98.97.142.0/24,US,US-CA
216.234.198.25,206.224.68.81,snjecax1,216.234.198.0/24,US,US-CA
98.97.124.252,,lsancax1,98.97.124.0/24,US,US-CA
98.97.60.72,206.224.68.77,snjecax1,98.97.60.0/24,US,US-CA
98.97.62.184,,snjecax1,98.97.62.0/24,US,US-CA
98.97.28.74,206.224.68.79,snjecax1,98.97.28.0/24,US,US-CA
98.97.62.94,206.224.68.71,snjecax1,98.97.62.0/24,US,US-CA
66.9.184.211,,lsancax1,66.9.184.0/24,US,US-CA
66.9.184.161,206.224.65.255,lsancax1,66.9.184.0/24,US,US-CA
129.222.132.124,206.224.68.71,snjecax1,129.222.132.0/24,US,US-CA
66.9.185.37,,lsancax1,66.9.185.0/24,US,US-CA
98.97.60.230,206.224.68.81,snjecax1,98.97.60.0/24,US,US-CA
98.97.62.164,,snjecax1,98.97.62.0/24,US,US-CA
98.97.125.113,,lsancax1,98.97.125.0/24,US,US-CA
98.97.28.231,206.224.68.77,snjecax1,98.97.28.0/24,US,US-CA
98.97.126.4,,lsancax1,98.97.126.0/24,US,US-CA
98.97.31.111,206.224.68.77,snjecax1,98.97.31.0/24,US,US-CA
98.97.60.160,206.224.68.79,snjecax1,98.97.60.0/24,US,US-CA
98.97.60.13,206.224.68.79,snjecax1,98.97.60.0/24,US,US-CA
98.97.29.166,206.224.68.73,snjecax1,98.97.29.0/24,US,US-CA
98.97.62.59,206.224.68.73,snjecax1,98.97.62.0/24,US,US-CA
98.97.142.208,206.224.65.255,lsancax1,98.97.142.0/24,US,US-CA
98.97.62.172,206.224.68.77,snjecax1,98.97.62.0/24,US,US-CA
216.234.199.14,,snjecax1,216.234.199.0/24,US,US-CA
129.222.132.101,,snjecax1,129.222.132.0/24,US,US-CA
129.222.132.82,206.224.68.79,snjecax1,129.222.132.0/24,US,US-CA
98.97.29.168,206.224.68.77,snjecax1,98.97.29.0/24,US,US-CA
98.97.29.222,206.224.68.71,snjecax1,98.97.29.0/24,US,US-CA
98.97.28.191,206.224.68.77,snjecax1,98.97.28.0/24,US,US-CA
98.97.30.110,206.224.68.71,snjecax1,98.97.30.0/24,US,US-CA
98.97.142.38,,lsancax1,98.97.142.0/24,US,US-CA
143.105.116.146,206.224.68.69,snjecax1,143.105.116.0/24,US,US-CA
143.105.118.235,206.224.68.81,snjecax1,143.105.118.0/24,US,US-CA
98.97.123.250,206.224.65.255,lsancax1,98.97.123.0/24,US,US-CA
216.234.198.195,,snjecax1,216.234.198.0/24,US,US-CA
129.222.133.1,206.224.68.71,snjecax1,129.222.133.0/24,US,US-CA
98.97.62.147,206.224.68.71,snjecax1,98.97.62.0/24,US,US-CA
98.97.60.209,206.224.68.77,snjecax1,98.97.60.0/24,US,US-CA
98.97.30.241,206.224.68.71,snjecax1,98.97.30.0/24,US,US-CA
98.97.30.159,206.224.68.81,snjecax1,98.97.30.0/24,US,US-CA
98.97.62.167,206.224.68.69,snjecax1,98.97.62.0/24,US,US-CA
